latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
1.2302284,32.533543,1090.0,10800,Africa/Kampala,GMT+3

time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),temperature_2m_mean (°C),wind_speed_10m_max (km/h),surface_pressure_mean (hPa),relative_humidity_2m_max (%)
2017-04-18,27.5,20.0,11.00,23.1,12.0,894.4,94
2017-04-19,27.5,20.0,13.30,23.4,11.3,893.8,92
2017-04-20,29.2,19.9,8.70,23.6,19.0,893.0,94
2017-04-21,30.1,19.0,0.40,23.6,20.6,892.7,95
2017-04-22,28.2,19.7,6.20,23.4,15.5,893.5,94
2017-04-23,29.4,19.0,8.20,23.5,14.2,894.0,94
2017-04-24,28.0,19.4,7.50,22.7,13.9,894.3,97
2017-04-25,27.0,18.9,1.60,22.7,20.2,894.4,96
2017-04-26,28.1,20.4,2.00,23.5,11.4,894.6,94
2017-04-27,28.3,19.1,4.60,22.9,10.0,894.6,96
2017-04-28,28.7,18.4,0.10,23.4,11.6,894.6,95
2017-04-29,27.3,19.8,8.70,22.4,11.5,895.3,98
2017-04-30,26.0,18.9,12.40,21.8,11.5,895.6,96
2017-05-01,27.6,18.8,7.50,22.4,17.0,895.0,96
2017-05-02,27.0,18.0,3.10,21.8,14.5,894.4,93
2017-05-03,25.7,18.8,8.30,22.0,12.8,893.9,95
2017-05-04,27.8,18.8,8.90,22.1,12.4,893.6,95
2017-05-05,25.7,19.5,19.40,22.1,10.9,894.0,95
2017-05-06,26.4,19.0,11.70,22.3,12.4,894.2,98
2017-05-07,26.8,19.0,9.10,22.6,10.0,894.5,97
2017-05-08,27.3,19.2,6.60,22.4,9.8,894.5,92
2017-05-09,27.5,19.1,0.80,22.9,11.8,893.6,95
2017-05-10,27.5,19.5,4.00,22.8,11.4,893.4,92
2017-05-11,27.0,19.0,7.20,22.4,15.8,894.1,95
2017-05-12,26.5,19.5,2.50,22.5,16.4,894.8,95
2017-05-13,27.0,19.0,2.30,22.5,13.1,894.2,96
2017-05-14,26.7,19.3,5.60,22.0,14.0,894.4,94
2017-05-15,27.3,17.6,6.10,22.2,9.7,894.6,99
2017-05-16,28.0,18.6,3.20,22.9,11.3,894.7,99
2017-05-17,26.7,19.5,14.10,22.1,12.6,894.4,96
2017-05-18,26.5,18.3,13.70,21.9,10.2,894.8,100
2017-05-19,27.5,17.5,0.70,22.0,12.3,896.0,100
2017-05-20,27.9,18.5,1.10,22.3,14.0,896.1,99
2017-05-21,27.9,18.6,0.60,22.6,12.4,894.7,96
2017-05-22,27.9,19.2,14.30,22.4,12.7,894.1,92
2017-05-23,27.6,18.6,1.30,22.2,15.4,894.8,93
2017-05-24,27.8,18.3,0.30,22.4,9.1,894.5,95
2017-05-25,28.6,18.3,0.10,23.2,8.5,893.7,94
2017-05-26,29.0,18.2,0.20,23.3,9.6,893.7,97
2017-05-27,28.9,18.8,0.30,23.3,13.7,894.3,95
2017-05-28,28.9,18.3,2.20,22.3,12.2,895.7,97
2017-05-29,28.9,17.4,0.00,22.4,15.1,895.5,99
2017-05-30,28.6,18.9,4.30,22.0,17.1,896.6,98
2017-05-31,26.8,19.6,8.90,22.3,9.0,896.8,96
2017-06-01,27.5,17.4,0.20,21.8,10.1,896.4,99
2017-06-02,28.4,17.7,0.10,22.6,10.0,895.8,100
2017-06-03,26.9,18.9,1.50,22.4,9.7,896.0,97
2017-06-04,27.8,17.5,1.50,22.4,9.5,895.4,100
2017-06-05,29.1,18.2,0.40,23.1,13.2,894.7,99
2017-06-06,28.8,18.1,0.60,23.1,12.6,894.3,95
2017-06-07,30.0,18.1,1.30,23.5,10.6,894.2,97
2017-06-08,29.3,19.0,0.70,23.7,7.7,894.2,98
2017-06-09,29.4,19.6,0.30,23.6,11.5,894.5,92
2017-06-10,28.4,18.6,0.90,23.2,10.5,894.2,97
2017-06-11,30.1,18.5,0.00,23.4,11.9,893.7,95
2017-06-12,28.9,19.1,0.70,23.2,14.8,893.4,87
2017-06-13,29.5,18.6,0.90,23.3,15.7,893.8,90
2017-06-14,30.5,19.6,1.60,23.5,16.8,894.3,92
2017-06-15,24.7,19.1,28.40,21.3,11.8,895.2,96
2017-06-16,28.6,17.3,3.30,21.4,9.1,894.4,100
2017-06-17,28.6,18.1,1.30,22.4,11.7,893.6,100
2017-06-18,27.9,18.4,3.50,21.8,8.4,893.6,97
2017-06-19,26.7,18.0,1.70,21.5,13.7,894.4,96
2017-06-20,27.0,17.0,0.20,22.1,9.7,894.8,98
2017-06-21,28.4,17.8,2.90,22.4,11.9,893.8,95
2017-06-22,29.0,17.8,0.20,22.7,9.6,894.0,98
2017-06-23,29.5,17.7,2.10,22.6,13.4,894.6,97
2017-06-24,28.1,18.9,0.80,22.6,11.8,894.7,95
2017-06-25,27.5,18.4,0.10,22.5,10.7,894.6,91
2017-06-26,27.5,18.0,0.70,22.4,13.4,894.3,96
2017-06-27,28.2,18.1,2.10,22.4,13.3,893.9,95
2017-06-28,27.3,19.0,1.30,22.6,13.6,894.6,92
2017-06-29,25.1,19.2,0.80,21.6,9.0,896.1,89
2017-06-30,29.4,16.1,0.30,22.3,11.9,895.1,99
2017-07-01,28.1,18.4,0.10,22.4,15.1,894.8,96
2017-07-02,29.6,17.5,0.00,22.6,9.7,894.5,91
2017-07-03,26.6,18.8,5.90,22.0,10.4,895.4,96
2017-07-04,26.7,17.9,12.20,21.6,10.2,895.6,98
2017-07-05,24.6,17.6,12.40,20.8,10.3,895.7,98
2017-07-06,25.2,17.9,17.90,21.1,7.7,896.4,99
2017-07-07,25.1,16.9,6.40,20.6,9.5,896.5,98
2017-07-08,27.8,18.2,3.20,21.9,17.1,896.3,95
2017-07-09,27.4,17.2,0.40,21.9,12.3,895.6,97
2017-07-10,28.0,16.9,0.00,22.2,10.3,895.2,89
2017-07-11,26.8,17.5,5.50,20.8,9.6,895.9,93
2017-07-12,27.0,17.8,6.10,21.4,9.4,897.0,99
2017-07-13,27.6,17.3,6.00,21.7,8.5,896.0,98
2017-07-14,28.1,18.0,0.00,22.6,8.0,895.1,98
2017-07-15,26.5,18.3,8.30,22.0,9.0,894.7,96
2017-07-16,26.9,18.2,5.10,22.0,9.8,895.1,98
2017-07-17,26.7,18.0,3.70,22.1,11.2,895.8,97
2017-07-18,27.4,18.0,0.30,22.5,12.5,896.4,96
2017-07-19,27.5,17.8,4.40,22.0,10.1,896.8,97
2017-07-20,27.6,18.0,0.20,22.2,8.5,895.7,99
2017-07-21,27.9,18.4,0.10,22.5,8.9,894.6,96
2017-07-22,27.6,19.9,5.00,23.0,11.8,894.7,91
2017-07-23,26.0,18.5,5.00,21.2,8.2,895.4,99
2017-07-24,27.6,18.0,4.40,22.1,13.9,895.1,98
2017-07-25,25.8,19.0,54.80,21.2,11.1,896.1,97
2017-07-26,25.6,17.5,6.90,21.1,10.2,896.0,97
2017-07-27,26.2,18.2,0.00,21.9,6.9,895.5,97
2017-07-28,26.5,18.5,4.40,21.9,8.5,895.2,93
2017-07-29,27.6,17.6,3.10,22.0,9.6,895.1,99
2017-07-30,26.4,18.8,6.90,22.2,10.4,894.6,98
2017-07-31,26.7,19.0,6.20,21.8,12.8,895.0,93
2017-08-01,25.5,18.1,9.50,21.7,9.8,896.5,96
2017-08-02,26.7,17.9,0.70,21.2,9.3,897.2,98
2017-08-03,27.5,16.0,0.90,21.4,11.3,896.0,99
2017-08-04,26.8,16.8,0.40,21.3,11.7,894.7,96
2017-08-05,27.3,18.7,1.70,22.3,10.5,894.8,95
2017-08-06,26.3,18.6,5.20,21.5,13.1,894.9,95
2017-08-07,27.4,17.8,2.80,21.5,11.1,895.0,94
2017-08-08,25.1,18.9,5.30,21.7,10.1,895.5,95
2017-08-09,25.1,17.9,17.50,21.1,10.1,895.4,98
2017-08-10,25.8,18.1,15.90,21.0,9.8,895.2,96
2017-08-11,26.0,18.5,3.80,21.3,13.2,895.6,95
2017-08-12,26.0,18.9,10.00,21.6,9.4,895.4,95
2017-08-13,26.2,18.5,10.70,21.8,9.9,894.4,96
2017-08-14,27.0,17.7,3.40,21.6,8.9,894.2,99
2017-08-15,26.0,19.2,5.30,22.1,10.4,894.1,97
2017-08-16,27.0,18.6,14.60,21.6,10.8,893.2,95
2017-08-17,28.2,19.1,2.90,22.8,10.5,893.4,96
2017-08-18,27.4,18.5,3.90,22.3,13.9,893.6,96
2017-08-19,27.5,18.0,7.00,22.2,12.0,894.1,96
2017-08-20,27.8,18.6,0.20,22.4,11.0,894.2,90
2017-08-21,27.6,17.7,0.60,22.2,9.5,893.1,94
2017-08-22,27.0,19.0,12.30,21.9,12.2,893.5,93
2017-08-23,27.4,16.9,0.10,22.2,6.7,893.5,100
2017-08-24,27.1,18.5,5.50,22.4,10.3,892.9,94
2017-08-25,26.4,18.6,12.80,21.4,8.7,893.3,98
2017-08-26,27.6,18.3,1.10,22.4,11.4,893.5,98
2017-08-27,27.4,18.1,6.00,22.0,11.6,893.3,98
2017-08-28,25.4,18.9,10.40,21.4,10.7,893.9,96
2017-08-29,27.0,18.6,10.10,21.7,12.0,894.2,97
2017-08-30,25.7,18.6,3.00,20.9,15.1,895.1,96
2017-08-31,27.5,17.3,2.50,21.3,8.7,894.6,98
2017-09-01,26.3,18.0,5.30,21.4,9.2,894.9,98
2017-09-02,25.3,18.0,12.50,21.3,8.7,894.4,100
2017-09-03,27.2,18.5,12.10,22.1,12.3,894.7,98
2017-09-04,25.4,17.9,20.10,20.6,8.8,896.3,98
2017-09-05,26.1,17.0,3.90,21.2,8.1,896.5,100
2017-09-06,26.0,17.1,5.20,21.6,7.4,895.8,98
2017-09-07,27.4,17.2,2.20,21.6,7.5,894.8,100
2017-09-08,26.9,16.5,8.20,21.6,11.8,893.6,99
2017-09-09,27.5,17.6,3.50,22.2,8.6,893.6,100
2017-09-10,24.8,18.6,11.40,21.3,10.2,894.3,97
2017-09-11,28.2,17.2,1.80,22.3,8.9,893.5,97
2017-09-12,27.0,18.9,1.60,22.5,17.1,893.0,96
2017-09-13,27.5,18.5,4.80,22.3,9.2,893.5,99
2017-09-14,25.5,18.4,14.80,21.0,8.2,894.8,98
2017-09-15,26.8,17.6,5.70,21.5,8.6,894.9,99
2017-09-16,28.8,17.9,0.10,23.0,8.1,894.0,95
2017-09-17,26.6,18.8,6.10,22.3,11.4,894.8,96
2017-09-18,27.6,18.3,6.40,22.5,13.0,895.5,100
2017-09-19,27.5,19.4,3.30,22.7,10.2,896.0,96
2017-09-20,27.2,19.0,3.60,22.2,13.0,895.3,96
2017-09-21,25.9,17.5,13.50,21.2,10.5,894.5,98
2017-09-22,25.4,17.9,4.70,21.0,12.6,894.5,97
2017-09-23,29.1,17.6,0.30,22.8,9.8,894.4,98
2017-09-24,28.0,18.8,3.70,22.3,8.9,894.7,95
2017-09-25,28.0,18.9,10.80,22.4,11.3,893.5,98
2017-09-26,28.3,18.5,0.30,23.2,13.7,893.3,97
2017-09-27,28.4,18.1,3.10,22.6,13.8,893.9,98
2017-09-28,28.8,17.9,0.30,22.5,12.0,893.7,99
2017-09-29,27.3,18.4,1.90,21.9,10.8,893.5,97
2017-09-30,26.6,18.5,11.20,21.6,9.3,894.1,97
2017-10-01,28.6,19.9,0.50,23.2,12.4,894.2,94
2017-10-02,29.5,17.0,0.00,23.1,9.4,892.5,99
2017-10-03,29.5,18.3,0.40,23.1,14.1,891.8,97
2017-10-04,30.5,19.0,0.00,23.9,15.2,892.6,96
2017-10-05,29.8,18.6,1.10,23.3,13.3,893.0,97
2017-10-06,29.5,17.2,0.60,22.9,8.3,892.2,97
2017-10-07,30.1,18.9,0.10,23.8,12.1,892.4,98
2017-10-08,30.7,19.4,0.80,24.4,10.2,892.1,91
2017-10-09,30.5,19.4,0.00,24.3,15.4,891.5,96
2017-10-10,26.2,18.9,4.90,22.4,9.8,892.6,97
2017-10-11,25.7,18.0,10.60,21.3,9.3,893.2,98
2017-10-12,26.6,18.6,8.70,21.7,9.1,894.0,98
2017-10-13,26.5,18.8,1.50,21.8,8.4,893.8,95
2017-10-14,28.0,17.9,7.10,22.1,8.7,893.4,97
2017-10-15,27.9,19.2,6.30,22.1,12.3,894.8,95
2017-10-16,28.5,18.0,0.20,22.6,10.9,895.1,99
2017-10-17,29.1,19.5,0.20,23.8,8.1,894.0,93
2017-10-18,26.4,19.5,5.20,22.7,8.4,893.7,95
2017-10-19,25.6,18.9,14.10,21.8,14.0,894.8,97
2017-10-20,27.0,17.5,8.90,21.7,9.2,895.5,98
2017-10-21,26.3,18.3,8.60,21.5,8.0,895.0,100
2017-10-22,27.8,18.5,7.70,22.5,10.5,894.5,98
2017-10-23,27.8,18.6,8.80,22.6,10.3,894.0,95
2017-10-24,27.9,18.6,13.10,22.4,7.6,893.7,100
2017-10-25,25.8,19.5,7.60,22.1,8.9,893.9,95
2017-10-26,26.2,19.5,8.60,22.2,8.8,893.4,97
2017-10-27,28.1,18.6,0.30,22.9,10.7,892.1,98
2017-10-28,29.1,18.1,0.10,23.2,11.2,892.3,95
2017-10-29,27.9,17.9,0.50,22.4,13.4,892.7,100
2017-10-30,26.5,18.2,4.70,22.1,11.1,893.2,99
2017-10-31,27.5,17.7,3.90,22.0,7.2,893.8,99
2017-11-01,28.3,17.4,0.40,22.7,8.0,893.3,100
2017-11-02,27.5,18.8,1.60,22.6,13.5,892.7,96
2017-11-03,26.3,18.4,12.80,21.7,9.7,892.7,100
2017-11-04,23.4,19.2,7.90,20.9,12.7,893.6,96
2017-11-05,24.8,18.0,13.70,20.4,8.4,893.9,97
2017-11-06,26.4,16.7,7.10,20.9,6.6,892.7,100
2017-11-07,24.5,17.8,18.20,20.2,8.7,893.4,98
2017-11-08,26.4,16.8,3.10,21.2,7.2,893.5,100
2017-11-09,26.5,18.0,3.70,21.2,9.8,893.0,100
2017-11-10,27.8,18.0,0.40,22.3,10.7,892.4,99
2017-11-11,27.5,18.1,3.40,21.8,13.6,892.5,100
2017-11-12,25.5,18.6,4.50,21.7,6.6,893.3,99
2017-11-13,27.3,18.8,4.70,21.9,11.9,892.9,96
2017-11-14,28.2,18.6,1.20,22.5,10.2,892.3,95
2017-11-15,28.8,17.2,0.00,22.6,16.9,891.9,100
2017-11-16,28.5,16.5,0.20,22.5,8.2,891.4,100
2017-11-17,29.3,18.3,0.00,22.8,9.0,891.9,97
2017-11-18,28.4,17.4,1.50,22.2,11.0,892.1,100
2017-11-19,29.2,17.6,0.00,22.6,11.1,892.3,95
2017-11-20,28.9,17.2,0.00,22.6,12.0,893.0,97
2017-11-21,29.0,16.6,0.00,22.3,10.4,892.2,100
2017-11-22,29.6,17.4,0.00,22.8,11.4,891.7,93
2017-11-23,26.7,16.6,2.20,21.8,13.0,891.7,92
2017-11-24,26.1,18.1,1.60,21.3,9.3,893.1,96
2017-11-25,28.0,17.0,0.70,22.0,8.6,894.0,99
2017-11-26,27.5,18.6,1.60,22.4,12.6,895.2,93
2017-11-27,27.1,16.8,2.90,21.8,10.5,894.4,100
2017-11-28,28.2,17.2,0.80,22.4,9.5,894.0,97
2017-11-29,29.0,18.9,1.00,23.4,12.4,894.4,92
2017-11-30,29.9,19.0,0.40,23.4,12.2,894.3,92
2017-12-01,27.4,18.2,1.70,22.3,10.2,893.7,99
2017-12-02,27.9,17.1,0.40,22.3,8.6,893.1,100
2017-12-03,29.5,17.6,0.00,23.2,11.5,893.4,95
2017-12-04,29.9,17.4,0.00,23.0,11.9,893.3,100
2017-12-05,30.0,16.9,0.00,23.1,10.8,892.4,97
2017-12-06,29.9,17.9,0.10,22.7,11.2,891.9,97
2017-12-07,29.3,17.4,0.20,23.0,12.0,891.5,100
2017-12-08,30.1,18.6,0.00,23.9,12.1,891.1,99
2017-12-09,30.2,19.0,3.10,23.9,10.7,891.5,96
2017-12-10,30.3,17.6,0.00,23.7,12.5,892.2,97
2017-12-11,30.3,16.0,0.00,22.9,10.7,892.9,100
2017-12-12,30.8,18.0,0.00,23.7,14.2,893.6,89
2017-12-13,30.6,16.4,0.00,22.9,10.9,893.3,97
2017-12-14,30.5,16.5,0.00,23.1,13.0,893.4,90
2017-12-15,30.5,19.0,0.00,24.0,10.3,893.0,93
2017-12-16,31.8,19.8,0.00,24.7,14.2,892.8,84
2017-12-17,29.0,19.5,6.30,23.0,14.5,892.7,92
2017-12-18,29.9,18.9,0.00,23.8,14.5,892.4,96
2017-12-19,30.0,17.0,0.00,23.3,13.5,892.0,100
2017-12-20,30.2,18.5,0.00,23.7,11.3,893.1,94
2017-12-21,30.3,17.0,0.00,23.1,11.5,893.4,99
2017-12-22,30.6,16.7,0.00,23.2,12.1,892.8,97
2017-12-23,31.5,18.8,0.00,24.7,13.5,891.9,86
2017-12-24,31.9,18.0,0.00,24.8,15.6,891.6,92
2017-12-25,31.9,19.5,0.00,24.9,12.1,892.8,69
2017-12-26,32.2,18.5,0.00,24.3,15.4,892.5,82
2017-12-27,31.0,17.9,0.00,24.0,11.6,891.5,91
2017-12-28,31.4,18.0,0.00,24.2,12.8,891.4,92
2017-12-29,31.8,17.1,0.00,24.5,13.0,892.4,87
2017-12-30,31.2,17.6,0.00,24.0,16.1,892.7,91
2017-12-31,29.9,17.9,1.20,22.7,12.3,893.2,97
2018-01-01,29.6,17.0,0.10,23.3,13.7,892.8,97
2018-01-02,29.8,17.7,0.00,23.3,10.5,892.1,97
2018-01-03,30.2,19.0,0.00,24.5,14.1,892.5,90
2018-01-04,29.9,19.4,0.00,24.4,11.8,893.4,74
2018-01-05,30.9,17.0,0.00,23.8,11.6,892.6,98
2018-01-06,31.0,18.8,0.00,24.5,15.3,892.4,61
2018-01-07,31.0,18.2,0.00,24.2,12.0,892.8,70
2018-01-08,32.2,17.9,0.00,24.7,16.3,893.3,65
2018-01-09,31.8,17.5,0.00,24.7,12.1,893.8,66
2018-01-10,31.6,16.7,0.00,24.3,11.6,893.4,90
2018-01-11,32.1,19.4,0.00,25.4,14.7,892.9,75
2018-01-12,29.7,20.6,8.10,23.8,13.4,893.2,86
2018-01-13,30.4,18.2,0.00,23.3,13.6,892.8,94
2018-01-14,30.2,18.0,0.40,22.9,15.1,892.7,98
2018-01-15,30.6,18.5,0.00,24.2,14.4,893.1,93
2018-01-16,30.8,18.7,0.00,24.4,11.5,893.4,98
2018-01-17,32.0,16.8,0.00,24.3,12.4,891.5,94
2018-01-18,32.8,16.6,0.00,24.4,12.7,891.5,71
2018-01-19,32.0,16.6,0.00,24.5,13.7,891.9,97
2018-01-20,30.9,21.5,0.00,25.5,17.6,892.9,66
2018-01-21,29.0,18.8,2.70,23.6,16.8,893.2,91
2018-01-22,31.6,17.4,0.00,24.2,18.2,891.6,93
2018-01-23,31.0,18.4,0.00,24.2,17.5,891.2,91
2018-01-24,28.4,18.4,11.60,22.7,13.8,891.9,94
2018-01-25,30.0,16.9,0.70,22.2,19.2,892.6,98
2018-01-26,30.9,17.7,0.00,23.4,13.8,892.6,91
2018-01-27,30.9,18.2,0.00,24.3,12.4,892.0,93
2018-01-28,32.2,18.8,0.00,24.5,15.3,891.6,93
2018-01-29,32.0,17.9,0.00,24.4,14.6,891.8,100
2018-01-30,32.5,18.6,0.00,25.3,13.6,892.2,82
2018-01-31,33.1,19.8,0.00,26.1,14.7,892.1,60
2018-02-01,32.8,19.0,0.00,25.7,15.4,891.6,79
2018-02-02,32.5,18.3,0.00,24.9,11.3,891.3,98
2018-02-03,34.1,18.7,0.00,26.4,13.9,891.8,81
2018-02-04,33.3,18.8,0.00,26.2,13.6,891.4,85
2018-02-05,34.0,20.1,0.00,26.1,12.0,890.9,79
2018-02-06,33.0,21.2,0.00,26.8,14.0,891.3,71
2018-02-07,33.8,19.0,0.00,26.0,16.6,891.0,91
2018-02-08,33.5,19.2,0.00,26.1,13.5,891.1,98
2018-02-09,32.6,18.2,0.00,25.2,15.2,890.9,92
2018-02-10,33.9,18.2,0.00,25.9,15.0,890.4,91
2018-02-11,34.2,17.0,0.00,25.6,15.8,891.5,95
2018-02-12,30.4,18.0,1.40,24.0,16.3,892.8,95
2018-02-13,33.0,19.2,0.50,25.7,12.5,893.6,92
2018-02-14,33.7,19.2,0.00,26.0,14.0,893.0,90
2018-02-15,34.9,19.0,0.00,26.4,16.8,892.5,91
2018-02-16,34.2,20.6,0.00,26.8,14.2,892.7,69
2018-02-17,33.5,21.2,0.10,26.6,16.4,892.2,73
2018-02-18,35.0,22.9,0.00,28.1,14.3,891.8,54
2018-02-19,32.8,21.1,0.30,26.2,12.7,892.3,81
2018-02-20,31.5,20.5,0.10,25.2,13.1,891.9,73
2018-02-21,31.0,21.6,0.00,24.9,9.7,891.6,73
2018-02-22,31.5,18.8,0.40,24.9,11.2,890.6,91
2018-02-23,33.2,20.3,0.40,25.8,18.1,890.7,90
2018-02-24,32.5,20.0,0.00,25.3,12.3,892.1,81
2018-02-25,31.9,19.7,0.00,25.4,12.0,892.8,86
2018-02-26,32.7,19.5,0.00,25.5,13.3,892.2,84
2018-02-27,32.5,19.9,0.40,24.7,11.8,892.3,83
2018-02-28,28.6,18.5,5.70,23.1,14.6,892.9,94
2018-03-01,29.7,18.4,2.80,23.1,8.6,892.9,94
2018-03-02,26.0,18.5,9.50,21.0,17.7,893.5,97
2018-03-03,27.1,18.4,8.90,21.5,11.2,892.8,98
2018-03-04,28.0,18.3,0.50,22.1,9.6,892.7,92
2018-03-05,29.5,18.5,1.90,23.1,9.7,893.2,93
2018-03-06,29.5,19.1,0.80,22.6,14.6,893.9,86
2018-03-07,29.1,18.5,1.80,23.0,13.7,894.3,95
2018-03-08,31.0,18.0,1.20,23.4,12.2,893.3,94
2018-03-09,31.1,18.5,0.20,24.4,13.6,892.4,98
2018-03-10,31.0,19.1,0.10,24.2,13.7,892.6,92
2018-03-11,30.8,19.4,0.30,24.4,9.9,893.3,88
2018-03-12,27.8,20.0,0.40,22.6,11.6,894.4,93
2018-03-13,28.8,20.0,0.10,22.6,10.0,894.6,90
2018-03-14,29.7,18.8,0.80,23.2,7.9,893.4,96
2018-03-15,28.0,18.4,12.30,21.8,11.0,893.0,99
2018-03-16,25.3,19.0,3.90,21.4,15.2,893.6,97
2018-03-17,30.0,18.0,1.90,22.8,13.0,892.0,92
2018-03-18,30.4,20.0,2.60,23.4,13.0,891.4,92
2018-03-19,25.2,19.0,17.80,21.3,11.1,893.2,98
2018-03-20,26.5,18.0,0.30,21.9,10.2,893.6,99
2018-03-21,28.5,18.4,2.30,22.3,11.9,894.6,98
2018-03-22,29.5,18.3,0.40,22.9,11.1,894.1,96
2018-03-23,30.2,18.5,3.90,23.3,8.4,892.4,95
2018-03-24,29.0,18.1,3.90,23.1,14.1,892.1,97
2018-03-25,28.5,19.0,2.70,22.6,8.1,892.9,98
2018-03-26,28.1,18.4,0.80,22.7,9.7,893.3,98
2018-03-27,28.3,18.9,3.80,23.1,11.3,892.4,97
2018-03-28,27.5,18.2,3.80,22.7,9.7,892.5,99
2018-03-29,27.9,18.8,2.90,22.6,8.9,893.9,97
2018-03-30,27.5,18.0,5.90,22.1,14.7,894.2,98
2018-03-31,28.9,17.8,2.20,22.8,8.4,892.4,100
2018-04-01,27.4,18.5,0.50,22.5,8.5,891.5,98
2018-04-02,27.2,19.0,10.70,22.6,17.4,890.6,95
2018-04-03,26.5,18.2,13.20,21.6,10.5,891.1,100
2018-04-04,25.4,19.1,11.90,21.4,13.7,892.8,97
2018-04-05,27.0,17.4,13.20,20.8,14.2,892.0,99
2018-04-06,27.1,17.9,10.00,21.5,7.7,891.2,97
2018-04-07,25.2,18.1,2.50,21.3,10.4,892.1,96
2018-04-08,25.6,17.6,8.00,21.0,8.0,893.5,100
2018-04-09,27.2,17.5,7.80,21.2,8.1,893.3,98
2018-04-10,28.2,17.4,6.20,21.9,8.2,892.2,97
2018-04-11,26.4,17.4,7.20,21.6,9.0,892.0,100
2018-04-12,27.0,18.4,3.20,22.0,8.4,892.9,100
2018-04-13,26.1,19.1,5.20,21.6,8.4,893.8,95
2018-04-14,23.9,18.4,9.70,19.9,13.2,895.3,98
2018-04-15,25.4,16.0,1.90,20.5,9.9,894.9,98
2018-04-16,25.5,19.0,1.90,21.1,15.7,895.6,97
2018-04-17,25.0,18.4,6.00,21.1,10.2,896.5,100
2018-04-18,28.5,17.5,2.90,21.7,8.7,895.8,99
2018-04-19,26.5,18.7,5.00,21.2,13.2,894.8,96
2018-04-20,28.5,18.0,3.70,21.7,10.4,893.8,98
2018-04-21,27.6,19.1,2.50,22.6,10.8,894.0,98
2018-04-22,23.8,18.5,5.70,20.8,10.3,894.5,98
2018-04-23,27.6,18.6,2.90,22.0,9.3,894.2,98
2018-04-24,25.9,18.9,15.40,21.4,15.5,894.4,99
2018-04-25,26.2,18.5,2.20,21.4,10.0,894.0,98
2018-04-26,25.8,18.5,9.90,21.8,8.3,893.7,99
2018-04-27,26.7,18.2,4.90,21.6,10.6,894.4,97
2018-04-28,27.7,17.5,1.60,22.0,10.2,894.5,97
2018-04-29,25.6,18.2,5.20,21.4,9.9,894.7,99
2018-04-30,26.1,18.0,2.60,21.4,10.0,894.5,98
2018-05-01,24.9,18.5,6.70,21.4,14.5,895.1,96
2018-05-02,26.6,18.5,14.40,22.1,11.4,895.1,95
2018-05-03,27.5,17.8,5.10,21.5,17.4,893.4,95
2018-05-04,27.5,18.2,19.20,22.0,10.7,893.3,97
2018-05-05,25.5,18.6,8.30,21.8,13.0,893.3,97
2018-05-06,25.0,18.6,5.40,21.1,10.9,894.3,97
2018-05-07,26.2,18.6,8.90,21.2,11.4,895.0,99
2018-05-08,26.2,18.1,5.80,21.5,12.1,893.8,98
2018-05-09,27.4,17.0,2.10,21.5,7.1,892.7,100
2018-05-10,26.5,19.1,1.40,22.1,11.9,893.7,96
2018-05-11,26.5,18.5,2.90,21.6,11.2,894.0,97
2018-05-12,26.6,18.0,1.40,21.9,10.1,893.6,98
2018-05-13,27.8,18.1,5.00,22.0,11.9,892.8,97
2018-05-14,27.0,18.6,4.30,22.4,11.7,892.7,97
2018-05-15,25.9,18.8,3.10,21.5,15.5,893.6,96
2018-05-16,26.2,18.7,0.10,22.0,9.9,894.7,96
2018-05-17,26.8,17.9,1.20,22.0,10.2,893.9,95
2018-05-18,27.8,17.5,1.50,21.9,8.3,892.8,98
2018-05-19,24.0,19.5,5.90,21.0,9.4,893.7,97
2018-05-20,25.4,17.7,1.20,21.4,13.6,893.1,98
2018-05-21,26.0,17.6,3.50,21.1,10.9,893.7,98
2018-05-22,23.9,17.6,12.10,19.8,16.0,894.9,100
2018-05-23,26.0,16.9,1.30,20.6,8.7,895.6,100
2018-05-24,25.5,17.6,4.40,20.9,11.5,894.9,100
2018-05-25,26.6,16.4,0.30,20.8,7.6,893.6,100
2018-05-26,25.4,17.6,7.40,21.0,8.0,893.9,100
2018-05-27,26.2,17.4,5.10,21.3,10.0,894.9,100
2018-05-28,26.5,18.0,3.60,21.8,15.2,895.6,98
2018-05-29,27.5,17.3,2.80,21.8,14.0,894.9,96
2018-05-30,27.9,17.5,0.00,21.7,9.6,895.0,92
2018-05-31,26.4,18.1,0.70,21.3,10.5,895.3,93
2018-06-01,26.5,18.1,0.00,22.0,10.0,895.3,98
2018-06-02,27.0,17.0,0.40,21.7,6.8,895.2,99
2018-06-03,27.5,17.5,0.10,22.0,9.1,894.6,100
2018-06-04,25.6,19.3,25.30,21.2,13.2,894.3,98
2018-06-05,22.3,17.9,10.90,19.8,9.4,895.1,98
2018-06-06,25.6,17.9,0.80,20.8,9.8,896.0,98
2018-06-07,25.8,17.4,0.30,20.7,8.2,895.9,98
2018-06-08,25.6,18.6,5.30,21.3,15.7,896.3,98
2018-06-09,25.6,17.5,0.70,21.0,9.0,895.7,97
2018-06-10,27.5,15.8,0.00,21.6,10.6,895.6,100
